date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:57:21	1520/1520	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2028%20Aug%202014%2009:00:08%20GMT	http://thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.eot?	/var/www/html/geekdiary/thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icond41d.eot	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:21	34482/34482	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:21%20GMT	http://thegeekdiary.com/category/solaris/vxvm/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/vxvm/index.html	(from http://thegeekdiary.com/)
07:57:22	952/952	---M-Z	200	added ('OK')	application/x-font-woff	date:Thu,%2028%20Aug%202014%2009:00:08%20GMT	http://thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.woff	/var/www/html/geekdiary/thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.woff	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:22	40480/40480	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:21%20GMT	http://thegeekdiary.com/category/solaris/solaris-11/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/solaris-11/index.html	(from http://thegeekdiary.com/)
07:57:23	40473/40473	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:22%20GMT	http://thegeekdiary.com/category/solaris/zones/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/zones/index.html	(from http://thegeekdiary.com/)
07:57:23	1368/1368	---M-Z	200	added ('OK')	application/x-font-ttf	date:Thu,%2028%20Aug%202014%2009:00:08%20GMT	http://thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.ttf	/var/www/html/geekdiary/thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.ttf	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:23	41141/41141	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:22%20GMT	http://thegeekdiary.com/category/solaris/ldoms/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/ldoms/index.html	(from http://thegeekdiary.com/)
07:57:24	40040/40040	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:22%20GMT	http://thegeekdiary.com/category/vcs/	/var/www/html/geekdiary/thegeekdiary.com/category/vcs/index.html	(from http://thegeekdiary.com/)
07:57:24	36858/36858	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:23%20GMT	http://thegeekdiary.com/category/linux/	/var/www/html/geekdiary/thegeekdiary.com/category/linux/index.html	(from http://thegeekdiary.com/)
07:57:24	754/754	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202016%2006:57:24%20GMT	http://thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.svg	/var/www/html/geekdiary/thegeekdiary.com/wp-content/themes/minimum-pro/fonts/Icon.svg	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:25	30048/30048	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:24%20GMT	http://thegeekdiary.com/category/interview-questions/	/var/www/html/geekdiary/thegeekdiary.com/category/interview-questions/index.html	(from http://thegeekdiary.com/)
07:57:25	31286/31286	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:24%20GMT	http://thegeekdiary.com/category/oracle/	/var/www/html/geekdiary/thegeekdiary.com/category/oracle/index.html	(from http://thegeekdiary.com/)
07:57:25	26176/26176	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:25%20GMT	http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/	/var/www/html/geekdiary/thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/index.html	(from http://thegeekdiary.com/)
07:57:26	4672/4672	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Aug%202015%2007:30:05%20GMT	http://thegeekdiary.com/wp-content/themes/minimum-pro/images/follow-sprite.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/themes/minimum-pro/images/follow-sprite.png	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:26	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2028%20Nov%202015%2017:21:08%20GMT	http://thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/blank.gif	/var/www/html/geekdiary/thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/blank.gif	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:26	38907/38907	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:25%20GMT	http://thegeekdiary.com/author/sandeep_patil/	/var/www/html/geekdiary/thegeekdiary.com/author/sandeep_patil/index.html	(from http://thegeekdiary.com/)
07:57:26	203/203	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Nov%202015%2017:21:08%20GMT	http://thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox-x.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox-x.png	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:27	27388/27388	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:25%20GMT	http://thegeekdiary.com/m8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade/	/var/www/html/geekdiary/thegeekdiary.com/m8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade/index.html	(from http://thegeekdiary.com/)
07:57:27	176/176	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Nov%202015%2017:21:08%20GMT	http://thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox-y.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox-y.png	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:27	15287/15287	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Nov%202015%2017:21:08%20GMT	http://thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancybox.png	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:28	26896/26896	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:27%20GMT	http://thegeekdiary.com/m4000-m5000-how-to-assign-ip-address-to-xscfu/	/var/www/html/geekdiary/thegeekdiary.com/m4000-m5000-how-to-assign-ip-address-to-xscfu/index.html	(from http://thegeekdiary.com/)
07:57:28	70/70	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Nov%202015%2017:21:08%20GMT	http://thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancy_title_over.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/plugins/easy-fancybox/fancybox/fancy_title_over.png	(from http://thegeekdiary.com/wp-content/cache/min/1/ab9dfccf3aeaecf3d14cd8e298c691c9.css)
07:57:31	27641/27641	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:28%20GMT	http://thegeekdiary.com/how-to-collect-xscf-snapshot-on-m-series-servers-m3000-m4000-m5000-m8000-m9000/	/var/www/html/geekdiary/thegeekdiary.com/how-to-collect-xscf-snapshot-on-m-series-servers-m3000-m4000-m5000-m8000-m9000/index.html	(from http://thegeekdiary.com/)
07:57:32	27818/27818	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:28%20GMT	http://thegeekdiary.com/oracle-database-shutdown-basics-how-to-shutdown-oracle-database/	/var/www/html/geekdiary/thegeekdiary.com/oracle-database-shutdown-basics-how-to-shutdown-oracle-database/index.html	(from http://thegeekdiary.com/)
07:57:32	29276/29276	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:28%20GMT	http://thegeekdiary.com/oracle-database-startup-basics-how-to-start-oracle-database/	/var/www/html/geekdiary/thegeekdiary.com/oracle-database-startup-basics-how-to-start-oracle-database/index.html	(from http://thegeekdiary.com/)
07:57:32	26213/26213	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:29%20GMT	http://thegeekdiary.com/solaris-how-to-truncate-the-wtmpx-file/	/var/www/html/geekdiary/thegeekdiary.com/solaris-how-to-truncate-the-wtmpx-file/index.html	(from http://thegeekdiary.com/)
07:57:35	30807/30807	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:31%20GMT	http://thegeekdiary.com/solaris-10-x86x64-how-to-boot-into-single-user-mode-from-the-grub-boot-loader/	/var/www/html/geekdiary/thegeekdiary.com/solaris-10-x86x64-how-to-boot-into-single-user-mode-from-the-grub-boot-loader/index.html	(from http://thegeekdiary.com/)
07:57:36	24932/24932	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:33%20GMT	http://thegeekdiary.com/centos-rhel-6-how-to-configure-802-1q-vlan-on-nic/	/var/www/html/geekdiary/thegeekdiary.com/centos-rhel-6-how-to-configure-802-1q-vlan-on-nic/index.html	(from http://thegeekdiary.com/)
07:57:37	25008/25008	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:33%20GMT	http://thegeekdiary.com/how-to-set-obp-variables-from-the-alomilom/	/var/www/html/geekdiary/thegeekdiary.com/how-to-set-obp-variables-from-the-alomilom/index.html	(from http://thegeekdiary.com/)
07:57:38	33345/33345	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:33%20GMT	http://thegeekdiary.com/page/2/	/var/www/html/geekdiary/thegeekdiary.com/page/2/index.html	(from http://thegeekdiary.com/)
07:57:40	33468/33468	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:36%20GMT	http://thegeekdiary.com/page/3/	/var/www/html/geekdiary/thegeekdiary.com/page/3/index.html	(from http://thegeekdiary.com/)
07:57:41	21803/21803	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:37%20GMT	http://thegeekdiary.com/about/	/var/www/html/geekdiary/thegeekdiary.com/about/index.html	(from http://thegeekdiary.com/)
07:57:41	29619/29619	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:37%20GMT	http://thegeekdiary.com/page/18/	/var/www/html/geekdiary/thegeekdiary.com/page/18/index.html	(from http://thegeekdiary.com/)
07:57:42	4930/4930	---M-Z	200	added ('OK')	application/rss+xml	date:Sun,%2014%20Feb%202016%2013:55:33%20GMT	http://thegeekdiary.com/category/solaris/feed/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/feed/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:43	40336/40336	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:38%20GMT	http://thegeekdiary.com/archives/	/var/www/html/geekdiary/thegeekdiary.com/archives/index.html	(from http://thegeekdiary.com/)
07:57:45	24131/24131	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:41%20GMT	http://thegeekdiary.com/copyright-terms-and-privacy-policy/	/var/www/html/geekdiary/thegeekdiary.com/copyright-terms-and-privacy-policy/index.html	(from http://thegeekdiary.com/)
07:57:45	22821/22821	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:41%20GMT	http://thegeekdiary.com/contact-us/	/var/www/html/geekdiary/thegeekdiary.com/contact-us/index.html	(from http://thegeekdiary.com/)
07:57:45	21707/21707	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:43%20GMT	http://thegeekdiary.com/tag/m-series-servers/	/var/www/html/geekdiary/thegeekdiary.com/tag/m-series-servers/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:45	21647/21647	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:43%20GMT	http://thegeekdiary.com/tag/xscf/	/var/www/html/geekdiary/thegeekdiary.com/tag/xscf/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:46	29156/29156	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:45%20GMT	http://thegeekdiary.com/how-to-install-and-configure-sudo-in-solaris-10-sparc-and-x86x64/	/var/www/html/geekdiary/thegeekdiary.com/how-to-install-and-configure-sudo-in-solaris-10-sparc-and-x86x64/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:46	2528/2528	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Feb%202016%2006:57:46%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fsolaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode%2F	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embed23cb.json	(from http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/)
07:57:47	26902/26902	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:46%20GMT	http://thegeekdiary.com/solaris-how-to-scan-new-storage-luns-scsi-iscsi-fc-sas/	/var/www/html/geekdiary/thegeekdiary.com/solaris-how-to-scan-new-storage-luns-scsi-iscsi-fc-sas/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:47	28995/28995	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:46%20GMT	http://thegeekdiary.com/how-to-add-and-set-new-locale-in-solaris/	/var/www/html/geekdiary/thegeekdiary.com/how-to-add-and-set-new-locale-in-solaris/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:47	2617/2617	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Feb%202016%2006:57:47%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fsolaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode%2F&format=xml	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embed2166	(from http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/)
07:57:48	38809/38809	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:47%20GMT	http://thegeekdiary.com/category/solaris/page/2/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/page/2/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:48	4840/4840	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Feb%202016%2013:28:36%20GMT	http://thegeekdiary.com/wp-content/uploads/2016/02/select-language-solaris-11.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/uploads/2016/02/select-language-solaris-11.png	(from http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/)
07:57:49	14771/14771	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Feb%202016%2013:27:34%20GMT	http://thegeekdiary.com/wp-content/uploads/2016/02/select-keyboard-solaris-11.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/uploads/2016/02/select-keyboard-solaris-11.png	(from http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/)
07:57:49	5151/5151	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Feb%202016%2013:37:34%20GMT	http://thegeekdiary.com/wp-content/uploads/2016/02/select-shell-solaris-11-DVD-boot.png	/var/www/html/geekdiary/thegeekdiary.com/wp-content/uploads/2016/02/select-shell-solaris-11-DVD-boot.png	(from http://thegeekdiary.com/solaris-11-x8664-how-to-boot-from-dvd-to-single-user-mode/)
07:57:50	6133/6133	---M-Z	200	added ('OK')	application/rss+xml	date:Sun,%2014%20Feb%202016%2013:55:33%20GMT	http://thegeekdiary.com/category/solaris/svm/feed/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/svm/feed/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:50	42464/42464	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:48%20GMT	http://thegeekdiary.com/category/solaris/page/3/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/page/3/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:51	37824/37824	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:49%20GMT	http://thegeekdiary.com/category/solaris/page/13/	/var/www/html/geekdiary/thegeekdiary.com/category/solaris/page/13/index.html	(from http://thegeekdiary.com/category/solaris/)
07:57:51	2542/2542	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Feb%202016%2006:57:51%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fm8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade%2F	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embed6c27.json	(from http://thegeekdiary.com/m8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade/)
07:57:51	27485/27485	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:50%20GMT	http://thegeekdiary.com/svm-solaris-sparc-how-to-set-boot-device-at-obp-ok-prompt-for-mirrored-root-disk/	/var/www/html/geekdiary/thegeekdiary.com/svm-solaris-sparc-how-to-set-boot-device-at-obp-ok-prompt-for-mirrored-root-disk/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:51	33430/33430	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:51%20GMT	http://thegeekdiary.com/solaris-10-patching-with-svm-traditional-method-non-live-upgrade/	/var/www/html/geekdiary/thegeekdiary.com/solaris-10-patching-with-svm-traditional-method-non-live-upgrade/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:52	2631/2631	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Feb%202016%2006:57:51%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fm8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade%2F&format=xml	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embed12c3	(from http://thegeekdiary.com/m8000-m9000-how-to-update-xcp-firmware-xscf-firmware-upgrade/)
07:57:52	21706/21706	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:51%20GMT	http://thegeekdiary.com/tag/patching/	/var/www/html/geekdiary/thegeekdiary.com/tag/patching/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:53	30884/30884	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:51%20GMT	http://thegeekdiary.com/tag/svm/	/var/www/html/geekdiary/thegeekdiary.com/tag/svm/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:53	31551/31551	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:52%20GMT	http://thegeekdiary.com/solaris-volume-manager-svm-how-to-use-metadevadm-to-maintain-device-relocation-information-after-disk-replacement/	/var/www/html/geekdiary/thegeekdiary.com/solaris-volume-manager-svm-how-to-use-metadevadm-to-maintain-device-relocation-information-after-disk-replacement/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:53	22335/22335	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:52%20GMT	http://thegeekdiary.com/tag/disk-replacement/	/var/www/html/geekdiary/thegeekdiary.com/tag/disk-replacement/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:53	2478/2478	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Feb%202016%2006:57:53%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fm4000-m5000-how-to-assign-ip-address-to-xscfu%2F	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embed2273.json	(from http://thegeekdiary.com/m4000-m5000-how-to-assign-ip-address-to-xscfu/)
07:57:54	2567/2567	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Feb%202016%2006:57:54%20GMT	http://thegeekdiary.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthegeekdiary.com%2Fm4000-m5000-how-to-assign-ip-address-to-xscfu%2F&format=xml	/var/www/html/geekdiary/thegeekdiary.com/wp-json/oembed/1.0/embeddc28	(from http://thegeekdiary.com/m4000-m5000-how-to-assign-ip-address-to-xscfu/)
07:57:54	30808/30808	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:53%20GMT	http://thegeekdiary.com/how-to-add-additional-storage-space-created-from-dynamic-lun-expansion-in-svm-online/	/var/www/html/geekdiary/thegeekdiary.com/how-to-add-additional-storage-space-created-from-dynamic-lun-expansion-in-svm-online/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:55	22305/22305	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:53%20GMT	http://thegeekdiary.com/tag/metadevadm/	/var/www/html/geekdiary/thegeekdiary.com/tag/metadevadm/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
07:57:55	24522/24522	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202016%2006:57:54%20GMT	http://thegeekdiary.com/tag/lun-expansion/	/var/www/html/geekdiary/thegeekdiary.com/tag/lun-expansion/index.html	(from http://thegeekdiary.com/category/solaris/svm/)
